"Date Time, GMT-11:00","Abs Pres, kPa","Temp, °C","Coupler Detached","Coupler Attached","Host Connected","End Of File"
09/19/18 01:30:00 PM,100.596,22.429,,,,
09/19/18 01:45:00 PM,100.558,22.525,,,,
09/19/18 02:00:00 PM,100.531,22.621,,,,
09/19/18 02:15:00 PM,100.518,22.812,,,,
09/19/18 02:30:00 PM,100.501,22.908,,,,
09/19/18 02:45:00 PM,100.484,23.004,,,,
09/19/18 03:00:00 PM,100.478,23.100,,,,
09/19/18 03:15:00 PM,100.482,23.196,,,,
09/19/18 03:30:00 PM,100.508,23.292,,,,
09/19/18 03:45:00 PM,100.533,23.388,,,,
09/19/18 04:00:00 PM,100.533,23.388,,,,
09/19/18 04:15:00 PM,100.537,23.484,,,,
09/19/18 04:30:00 PM,100.552,23.581,,,,
09/19/18 04:45:00 PM,100.563,23.581,,,,
09/19/18 05:00:00 PM,100.595,23.581,,,,
09/19/18 05:15:00 PM,100.633,23.966,,,,
09/19/18 05:30:00 PM,100.629,24.351,,,,
09/19/18 05:45:00 PM,100.625,24.738,,,,
09/19/18 06:00:00 PM,100.664,25.125,,,,
09/19/18 06:15:00 PM,100.651,25.319,,,,
09/19/18 06:30:00 PM,100.647,25.222,,,,
09/19/18 06:45:00 PM,100.664,25.125,,,,
09/19/18 07:00:00 PM,100.711,25.222,,,,
09/19/18 07:15:00 PM,100.741,25.416,,,,
09/19/18 07:30:00 PM,100.749,25.610,,,,
09/19/18 07:45:00 PM,100.743,25.708,,,,
09/19/18 08:00:00 PM,100.773,25.902,,,,
09/19/18 08:15:00 PM,100.771,26.097,,,,
09/19/18 08:30:00 PM,100.786,26.195,,,,
09/19/18 08:45:00 PM,100.785,26.390,,,,
09/19/18 09:00:00 PM,100.778,26.488,,,,
09/19/18 09:15:00 PM,100.783,26.585,,,,
09/19/18 09:30:00 PM,100.777,26.683,,,,
09/19/18 09:45:00 PM,100.766,26.683,,,,
09/19/18 10:00:00 PM,100.760,26.781,,,,
09/19/18 10:15:00 PM,100.760,26.781,,,,
09/19/18 10:30:00 PM,100.775,26.879,,,,
09/19/18 10:45:00 PM,100.775,26.879,,,,
09/19/18 11:00:00 PM,100.758,26.977,,,,
09/19/18 11:15:00 PM,100.769,26.977,,,,
09/19/18 11:30:00 PM,100.769,26.977,,,,
09/19/18 11:45:00 PM,100.762,27.075,,,,
09/20/18 12:00:00 AM,100.762,27.075,,,,
09/20/18 12:15:00 AM,100.762,27.075,,,,
09/20/18 12:30:00 AM,100.752,27.075,,,,
09/20/18 12:45:00 AM,100.752,27.075,,,,
09/20/18 01:00:00 AM,100.731,27.075,,,,
09/20/18 01:15:00 AM,100.720,27.075,,,,
09/20/18 01:30:00 AM,100.703,27.173,,,,
09/20/18 01:45:00 AM,100.714,27.173,,,,
09/20/18 02:00:00 AM,100.703,27.173,,,,
09/20/18 02:15:00 AM,100.703,27.173,,,,
09/20/18 02:30:00 AM,100.724,27.173,,,,
09/20/18 02:45:00 AM,100.735,27.173,,,,
09/20/18 03:00:00 AM,100.724,27.173,,,,
09/20/18 03:15:00 AM,100.735,27.173,,,,
09/20/18 03:30:00 AM,100.714,27.173,,,,
09/20/18 03:45:00 AM,100.724,27.173,,,,
09/20/18 04:00:00 AM,100.735,27.173,,,,
09/20/18 04:15:00 AM,100.746,27.173,,,,
09/20/18 04:30:00 AM,100.767,27.173,,,,
09/20/18 04:45:00 AM,100.799,27.173,,,,
09/20/18 05:00:00 AM,100.852,27.173,,,,
09/20/18 05:15:00 AM,100.905,27.173,,,,
09/20/18 05:30:00 AM,100.869,27.075,,,,
09/20/18 05:45:00 AM,100.861,26.683,,,,
09/20/18 06:00:00 AM,100.839,26.195,,,,
09/20/18 06:15:00 AM,100.817,25.708,,,,
09/20/18 06:30:00 AM,100.832,25.319,,,,
09/20/18 06:45:00 AM,100.820,24.835,,,,
09/20/18 07:00:00 AM,100.824,24.448,,,,
09/20/18 07:15:00 AM,100.860,24.062,,,,
09/20/18 07:30:00 AM,100.896,23.677,,,,
09/20/18 07:45:00 AM,100.908,23.484,,,,
09/20/18 08:00:00 AM,100.921,23.292,,,,
09/20/18 08:15:00 AM,100.906,23.196,,,,
09/20/18 08:30:00 AM,100.933,23.100,,,,
09/20/18 08:45:00 AM,100.929,23.004,,,,
09/20/18 09:00:00 AM,100.946,22.908,,,,
09/20/18 09:15:00 AM,100.935,22.908,,,,
09/20/18 09:30:00 AM,100.931,22.812,,,,
09/20/18 09:45:00 AM,100.942,22.812,,,,
09/20/18 10:00:00 AM,100.952,22.812,,,,
09/20/18 10:15:00 AM,100.952,22.812,,,,
09/20/18 10:30:00 AM,100.957,22.908,,,,
09/20/18 10:45:00 AM,100.940,23.004,,,,
09/20/18 11:00:00 AM,100.917,23.196,,,,
09/20/18 11:15:00 AM,100.925,23.388,,,,
09/20/18 11:30:00 AM,100.891,23.581,,,,
09/20/18 11:45:00 AM,100.889,23.773,,,,
09/20/18 12:00:00 PM,100.841,23.869,,,,
09/20/18 12:15:00 PM,100.828,24.062,,,,
09/20/18 12:30:00 PM,100.794,24.255,,,,
09/20/18 12:45:00 PM,100.746,24.351,,,,
09/20/18 01:00:00 PM,100.739,24.448,,,,
09/20/18 01:15:00 PM,100.716,24.641,,,,
09/20/18 01:30:00 PM,100.699,24.738,,,,
09/20/18 01:45:00 PM,100.672,24.835,,,,
09/20/18 02:00:00 PM,100.634,24.931,,,,
09/20/18 02:15:00 PM,100.623,24.931,,,,
09/20/18 02:30:00 PM,100.592,24.931,,,,
09/20/18 02:45:00 PM,100.602,24.931,,,,
09/20/18 03:00:00 PM,100.581,24.931,,,,
09/20/18 03:15:00 PM,100.570,24.931,,,,
09/20/18 03:30:00 PM,100.532,25.028,,,,
09/20/18 03:45:00 PM,100.543,25.028,,,,
09/20/18 04:00:00 PM,100.532,25.028,,,,
09/20/18 04:15:00 PM,100.532,25.028,,,,
09/20/18 04:30:00 PM,100.549,24.931,,,,
09/20/18 04:45:00 PM,100.549,24.931,,,,
09/20/18 05:00:00 PM,100.555,24.835,,,,
09/20/18 05:15:00 PM,100.583,24.738,,,,
09/20/18 05:30:00 PM,100.604,24.738,,,,
09/20/18 05:45:00 PM,100.642,24.641,,,,
09/20/18 06:00:00 PM,100.674,24.641,,,,
09/20/18 06:15:00 PM,100.685,24.641,,,,
09/20/18 06:30:00 PM,100.704,24.835,,,,
09/20/18 06:45:00 PM,100.717,25.125,,,,
09/20/18 07:00:00 PM,100.715,25.319,,,,
09/20/18 07:15:00 PM,100.760,25.610,,,,
09/20/18 07:30:00 PM,100.769,25.805,,,,
09/20/18 07:45:00 PM,100.788,26.000,,,,
09/20/18 08:00:00 PM,100.808,26.195,,,,
09/20/18 08:15:00 PM,100.812,26.292,,,,
09/20/18 08:30:00 PM,100.810,26.488,,,,
09/20/18 08:45:00 PM,100.857,26.585,,,,
09/20/18 09:00:00 PM,100.846,26.585,,,,
09/20/18 09:15:00 PM,100.861,26.683,,,,
09/20/18 09:30:00 PM,100.855,26.781,,,,
09/20/18 09:45:00 PM,100.855,26.781,,,,
09/20/18 10:00:00 PM,100.881,26.879,,,,
09/20/18 10:15:00 PM,100.860,26.879,,,,
09/20/18 10:30:00 PM,100.854,26.977,,,,
09/20/18 10:45:00 PM,100.843,26.977,,,,
09/20/18 11:00:00 PM,100.854,26.977,,,,
09/20/18 11:15:00 PM,100.847,27.075,,,,
09/20/18 11:30:00 PM,100.858,27.075,,,,
09/20/18 11:45:00 PM,100.837,27.075,,,,
09/21/18 12:00:00 AM,100.826,27.075,,,,
09/21/18 12:15:00 AM,100.816,27.075,,,,
09/21/18 12:30:00 AM,100.784,27.075,,,,
09/21/18 12:45:00 AM,100.816,27.075,,,,
09/21/18 01:00:00 AM,100.805,27.075,,,,
09/21/18 01:15:00 AM,100.794,27.075,,,,
09/21/18 01:30:00 AM,100.773,27.075,,,,
09/21/18 01:45:00 AM,100.773,27.075,,,,
09/21/18 02:00:00 AM,100.747,26.977,,,,
09/21/18 02:15:00 AM,100.737,26.977,,,,
09/21/18 02:30:00 AM,100.716,26.977,,,,
09/21/18 02:45:00 AM,100.716,26.977,,,,
09/21/18 03:00:00 AM,100.716,26.977,,,,
09/21/18 03:15:00 AM,100.726,26.977,,,,
09/21/18 03:30:00 AM,100.711,26.879,,,,
09/21/18 03:45:00 AM,100.732,26.879,,,,
09/21/18 04:00:00 AM,100.711,26.879,,,,
09/21/18 04:15:00 AM,100.690,26.879,,,,
09/21/18 04:30:00 AM,100.732,26.879,,,,
09/21/18 04:45:00 AM,100.743,26.879,,,,
09/21/18 05:00:00 AM,100.739,26.781,,,,
09/21/18 05:15:00 AM,100.764,26.879,,,,
09/21/18 05:30:00 AM,100.807,26.879,,,,
09/21/18 05:45:00 AM,100.813,26.781,,,,
09/21/18 06:00:00 AM,100.845,26.781,,,,
09/21/18 06:15:00 AM,100.846,26.585,,,,
09/21/18 06:30:00 AM,100.850,26.195,,,,
09/21/18 06:45:00 AM,100.870,25.708,,,,
09/21/18 07:00:00 AM,100.887,25.125,,,,
09/21/18 07:15:00 AM,100.901,24.738,,,,
09/21/18 07:30:00 AM,100.937,24.351,,,,
09/21/18 07:45:00 AM,100.955,24.062,,,,
09/21/18 08:00:00 AM,100.951,23.966,,,,
09/21/18 08:15:00 AM,100.962,23.966,,,,
09/21/18 08:30:00 AM,100.983,23.966,,,,
09/21/18 08:45:00 AM,100.993,23.966,,,,
09/21/18 09:00:00 AM,100.966,24.062,,,,
09/21/18 09:15:00 AM,100.998,24.062,,,,
09/21/18 09:30:00 AM,100.998,24.062,,,,
09/21/18 09:45:00 AM,100.981,24.158,,,,
09/21/18 10:00:00 AM,101.002,24.158,,,,
09/21/18 10:15:00 AM,100.975,24.255,,,,
09/21/18 10:30:00 AM,100.964,24.255,,,,
09/21/18 10:45:00 AM,100.958,24.351,,,,
09/21/18 11:00:00 AM,100.947,24.351,,,,
09/21/18 11:15:00 AM,100.920,24.448,,,,
09/21/18 11:30:00 AM,100.903,24.545,,,,
09/21/18 11:45:00 AM,100.865,24.641,,,,
09/21/18 12:00:00 PM,100.848,24.738,,,,
09/21/18 12:15:00 PM,100.820,24.835,,,,
09/21/18 12:30:00 PM,100.804,24.931,,,,
09/21/18 12:45:00 PM,100.787,25.028,,,,
09/21/18 01:00:00 PM,100.766,25.028,,,,
09/21/18 01:15:00 PM,100.759,25.125,,,,
09/21/18 01:30:00 PM,100.753,25.222,,,,
09/21/18 01:45:00 PM,100.726,25.319,,,,
09/21/18 02:00:00 PM,100.719,25.416,,,,
09/21/18 02:15:00 PM,100.698,25.416,,,,
09/21/18 02:30:00 PM,100.698,25.416,,,,
09/21/18 02:45:00 PM,100.666,25.416,,,,
09/21/18 03:00:00 PM,100.677,25.416,,,,
09/21/18 03:15:00 PM,100.666,25.416,,,,
09/21/18 03:30:00 PM,100.662,25.319,,,,
09/21/18 03:45:00 PM,100.658,25.222,,,,
09/21/18 04:00:00 PM,100.658,25.222,,,,
09/21/18 04:15:00 PM,100.685,25.125,,,,
09/21/18 04:30:00 PM,100.660,25.028,,,,
09/21/18 04:45:00 PM,100.698,24.931,,,,
09/21/18 05:00:00 PM,100.698,24.931,,,,
09/21/18 05:15:00 PM,100.704,24.835,,,,
09/21/18 05:30:00 PM,100.713,25.028,,,,
09/21/18 05:45:00 PM,100.719,25.416,,,,
09/21/18 06:00:00 PM,100.754,25.708,,,,
09/21/18 06:15:00 PM,100.767,26.000,,,,
09/21/18 06:30:00 PM,100.791,26.292,,,,
09/21/18 06:45:00 PM,100.789,26.488,,,,
09/21/18 07:00:00 PM,100.819,26.683,,,,
09/21/18 07:15:00 PM,100.817,26.879,,,,
09/21/18 07:30:00 PM,100.843,26.977,,,,
09/21/18 07:45:00 PM,100.858,27.075,,,,
09/21/18 08:00:00 PM,100.884,27.173,,,,
09/21/18 08:15:00 PM,100.877,27.272,,,,
09/21/18 08:30:00 PM,100.871,27.370,,,,
09/21/18 08:45:00 PM,100.886,27.468,,,,
09/21/18 09:00:00 PM,100.908,27.468,,,,
09/21/18 09:15:00 PM,100.912,27.567,,,,
09/21/18 09:30:00 PM,100.923,27.567,,,,
09/21/18 09:45:00 PM,100.927,27.665,,,,
09/21/18 10:00:00 PM,100.959,27.665,,,,
09/21/18 10:15:00 PM,100.932,27.764,,,,
09/21/18 10:30:00 PM,100.932,27.764,,,,
09/21/18 10:45:00 PM,100.921,27.764,,,,
09/21/18 11:00:00 PM,100.932,27.764,,,,
09/21/18 11:15:00 PM,100.921,27.764,,,,
09/21/18 11:30:00 PM,100.921,27.764,,,,
09/21/18 11:45:00 PM,100.917,27.665,,,,
09/22/18 12:00:00 AM,100.917,27.665,,,,
09/22/18 12:15:00 AM,100.895,27.665,,,,
09/22/18 12:30:00 AM,100.874,27.665,,,,
09/22/18 12:45:00 AM,100.880,27.567,,,,
09/22/18 01:00:00 AM,100.848,27.567,,,,
09/22/18 01:15:00 AM,100.838,27.567,,,,
09/22/18 01:30:00 AM,100.827,27.567,,,,
09/22/18 01:45:00 AM,100.812,27.468,,,,
09/22/18 02:00:00 AM,100.802,27.468,,,,
09/22/18 02:15:00 AM,100.770,27.468,,,,
09/22/18 02:30:00 AM,100.759,27.468,,,,
09/22/18 02:45:00 AM,100.744,27.370,,,,
09/22/18 03:00:00 AM,100.744,27.370,,,,
09/22/18 03:15:00 AM,100.733,27.370,,,,
09/22/18 03:30:00 AM,100.755,27.370,,,,
09/22/18 03:45:00 AM,100.744,27.370,,,,
09/22/18 04:00:00 AM,100.744,27.370,,,,
09/22/18 04:15:00 AM,100.723,27.370,,,,
09/22/18 04:30:00 AM,100.740,27.272,,,,
09/22/18 04:45:00 AM,100.740,27.272,,,,
09/22/18 05:00:00 AM,100.750,27.272,,,,
09/22/18 05:15:00 AM,100.793,27.272,,,,
09/22/18 05:30:00 AM,100.793,27.272,,,,
09/22/18 05:45:00 AM,100.793,27.272,,,,
09/22/18 06:00:00 AM,100.814,27.272,,,,
09/22/18 06:15:00 AM,100.846,27.272,,,,
09/22/18 06:30:00 AM,100.867,27.272,,,,
09/22/18 06:45:00 AM,100.877,27.272,,,,
09/22/18 07:00:00 AM,100.888,27.272,,,,
09/22/18 07:15:00 AM,100.931,27.272,,,,
09/22/18 07:30:00 AM,100.962,27.272,,,,
09/22/18 07:45:00 AM,100.984,27.272,,,,
09/22/18 08:00:00 AM,100.999,27.370,,,,
09/22/18 08:15:00 AM,101.009,27.370,,,,
09/22/18 08:30:00 AM,101.014,27.468,,,,
09/22/18 08:45:00 AM,101.029,27.567,,,,
09/22/18 09:00:00 AM,101.023,27.665,,,,
09/22/18 09:15:00 AM,101.021,27.862,,,,
09/22/18 09:30:00 AM,100.994,27.961,,,,
09/22/18 09:45:00 AM,101.019,28.060,,,,
09/22/18 10:00:00 AM,101.029,28.258,,,,
09/22/18 10:15:00 AM,101.001,28.357,,,,
09/22/18 10:30:00 AM,101.006,28.456,,,,
09/22/18 10:45:00 AM,100.994,28.655,,,,
09/22/18 11:00:00 AM,100.987,28.754,,,,
09/22/18 11:15:00 AM,100.960,28.853,,,,
09/22/18 11:30:00 AM,100.927,29.053,,,,
09/22/18 11:45:00 AM,100.921,29.152,,,,
09/22/18 12:00:00 PM,100.898,29.352,,,,
09/22/18 12:15:00 PM,100.881,29.452,,,,
09/22/18 12:30:00 PM,100.886,29.552,,,,
09/22/18 12:45:00 PM,100.859,29.652,,,,
09/22/18 01:00:00 PM,100.842,29.752,,,,
09/22/18 01:15:00 PM,100.836,29.853,,,,
09/22/18 01:30:00 PM,100.809,29.953,,,,
09/22/18 01:45:00 PM,100.771,30.054,,,,
09/22/18 02:00:00 PM,100.797,30.154,,,,
09/22/18 02:15:00 PM,100.759,30.255,,,,
09/22/18 02:30:00 PM,100.753,30.356,,,,
09/22/18 02:45:00 PM,100.736,30.457,,,,
09/22/18 03:00:00 PM,100.730,30.558,,,,
09/22/18 03:15:00 PM,100.730,30.558,,,,
09/22/18 03:30:00 PM,100.714,30.659,,,,
09/22/18 03:45:00 PM,100.714,30.659,,,,
09/22/18 04:00:00 PM,100.703,30.659,,,,
09/22/18 04:15:00 PM,100.724,30.659,,,,
09/22/18 04:30:00 PM,100.724,30.659,,,,
09/22/18 04:45:00 PM,100.745,30.659,,,,
09/22/18 05:00:00 PM,100.735,30.659,,,,
09/22/18 05:15:00 PM,100.756,30.659,,,,
09/22/18 05:30:00 PM,100.756,30.659,,,,
09/22/18 05:45:00 PM,100.762,30.558,,,,
09/22/18 06:00:00 PM,100.773,30.558,,,,
09/22/18 06:15:00 PM,100.789,30.457,,,,
09/22/18 06:30:00 PM,100.810,30.457,,,,
09/22/18 06:45:00 PM,100.816,30.356,,,,
09/22/18 07:00:00 PM,100.838,30.356,,,,
09/22/18 07:15:00 PM,100.865,30.255,,,,
09/22/18 07:30:00 PM,100.871,30.154,,,,
09/22/18 07:45:00 PM,100.892,30.154,,,,
09/22/18 08:00:00 PM,100.909,30.054,,,,
09/22/18 08:15:00 PM,100.925,29.953,,,,
09/22/18 08:30:00 PM,100.931,29.853,,,,
09/22/18 08:45:00 PM,100.953,29.853,,,,
09/22/18 09:00:00 PM,100.959,29.752,,,,
09/22/18 09:15:00 PM,100.980,29.752,,,,
09/22/18 09:30:00 PM,100.986,29.652,,,,
09/22/18 09:45:00 PM,101.007,29.652,,,,
09/22/18 10:00:00 PM,101.029,29.652,,,,
09/22/18 10:15:00 PM,101.013,29.552,,,,
09/22/18 10:30:00 PM,101.003,29.552,,,,
09/22/18 10:45:00 PM,101.013,29.552,,,,
09/22/18 11:00:00 PM,101.009,29.452,,,,
09/22/18 11:15:00 PM,101.030,29.452,,,,
09/22/18 11:30:00 PM,101.019,29.452,,,,
09/22/18 11:45:00 PM,101.004,29.352,,,,
09/23/18 12:00:00 AM,100.994,29.352,,,,
09/23/18 12:15:00 AM,100.978,29.252,,,,
09/23/18 12:30:00 AM,100.957,29.252,,,,
09/23/18 12:45:00 AM,100.946,29.252,,,,
09/23/18 01:00:00 AM,100.910,29.152,,,,
09/23/18 01:15:00 AM,100.910,29.152,,,,
09/23/18 01:30:00 AM,100.878,29.152,,,,
09/23/18 01:45:00 AM,100.852,29.053,,,,
09/23/18 02:00:00 AM,100.852,29.053,,,,
09/23/18 02:15:00 AM,100.831,29.053,,,,
09/23/18 02:30:00 AM,100.827,28.953,,,,
09/23/18 02:45:00 AM,100.827,28.953,,,,
09/23/18 03:00:00 AM,100.805,28.953,,,,
09/23/18 03:15:00 AM,100.801,28.853,,,,
09/23/18 03:30:00 AM,100.780,28.853,,,,
09/23/18 03:45:00 AM,100.786,28.754,,,,
09/23/18 04:00:00 AM,100.786,28.754,,,,
09/23/18 04:15:00 AM,100.781,28.655,,,,
09/23/18 04:30:00 AM,100.792,28.655,,,,
09/23/18 04:45:00 AM,100.798,28.555,,,,
09/23/18 05:00:00 AM,100.809,28.555,,,,
09/23/18 05:15:00 AM,100.836,28.456,,,,
09/23/18 05:30:00 AM,100.846,28.456,,,,
09/23/18 05:45:00 AM,100.842,28.357,,,,
09/23/18 06:00:00 AM,100.863,28.357,,,,
09/23/18 06:15:00 AM,100.880,28.258,,,,
09/23/18 06:30:00 AM,100.901,28.258,,,,
09/23/18 06:45:00 AM,100.918,28.159,,,,
09/23/18 07:00:00 AM,100.939,28.159,,,,
09/23/18 07:15:00 AM,100.950,28.159,,,,
09/23/18 07:30:00 AM,100.960,28.159,,,,
09/23/18 07:45:00 AM,100.971,28.159,,,,
09/23/18 08:00:00 AM,100.997,28.258,,,,
09/23/18 08:15:00 AM,101.018,28.258,,,,
09/23/18 08:30:00 AM,101.022,28.357,,,,
09/23/18 08:45:00 AM,101.016,28.456,,,,
09/23/18 09:00:00 AM,101.042,28.555,,,,
09/23/18 09:15:00 AM,101.015,28.655,,,,
09/23/18 09:30:00 AM,101.019,28.754,,,,
09/23/18 09:45:00 AM,101.003,28.853,,,,
09/23/18 10:00:00 AM,101.007,28.953,,,,
09/23/18 10:15:00 AM,100.990,29.053,,,,
09/23/18 10:30:00 AM,100.984,29.152,,,,
09/23/18 10:45:00 AM,101.000,29.252,,,,
09/23/18 11:00:00 AM,101.004,29.352,,,,
09/23/18 11:15:00 AM,100.981,29.552,,,,
09/23/18 11:30:00 AM,100.965,29.652,,,,
09/23/18 11:45:00 AM,100.959,29.752,,,,
09/23/18 12:00:00 PM,100.942,29.853,,,,
09/23/18 12:15:00 PM,100.904,29.953,,,,
09/23/18 12:30:00 PM,100.913,30.154,,,,
09/23/18 12:45:00 PM,100.886,30.255,,,,
09/23/18 01:00:00 PM,100.870,30.356,,,,
09/23/18 01:15:00 PM,100.870,30.356,,,,
09/23/18 01:30:00 PM,100.842,30.457,,,,
09/23/18 01:45:00 PM,100.815,30.558,,,,
09/23/18 02:00:00 PM,100.804,30.558,,,,
09/23/18 02:15:00 PM,100.788,30.659,,,,
09/23/18 02:30:00 PM,100.788,30.659,,,,
09/23/18 02:45:00 PM,100.756,30.659,,,,
09/23/18 03:00:00 PM,100.756,30.659,,,,
09/23/18 03:15:00 PM,100.724,30.659,,,,
09/23/18 03:30:00 PM,100.745,30.659,,,,
09/23/18 03:45:00 PM,100.745,30.659,,,,
09/23/18 04:00:00 PM,100.735,30.659,,,,
09/23/18 04:15:00 PM,100.767,30.659,,,,
09/23/18 04:30:00 PM,100.767,30.659,,,,
09/23/18 04:45:00 PM,100.783,30.558,,,,
09/23/18 05:00:00 PM,100.773,30.558,,,,
09/23/18 05:15:00 PM,100.763,30.356,,,,
09/23/18 05:30:00 PM,100.766,29.953,,,,
09/23/18 05:45:00 PM,100.780,29.552,,,,
09/23/18 06:00:00 PM,100.783,29.152,,,,
09/23/18 06:15:00 PM,100.796,28.754,,,,
09/23/18 06:30:00 PM,100.799,28.357,,,,
09/23/18 06:45:00 PM,100.803,27.961,,,,
09/23/18 07:00:00 PM,100.827,27.567,,,,
09/23/18 07:15:00 PM,100.824,27.272,,,,
09/23/18 07:30:00 PM,100.832,26.977,,,,
09/23/18 07:45:00 PM,100.861,26.683,,,,
09/23/18 08:00:00 PM,100.883,26.683,,,,
09/23/18 08:15:00 PM,100.887,26.781,,,,
09/23/18 08:30:00 PM,100.896,26.977,,,,
09/23/18 08:45:00 PM,100.915,27.173,,,,
09/23/18 09:00:00 PM,100.931,27.272,,,,
09/23/18 09:15:00 PM,100.918,27.468,,,,
09/23/18 09:30:00 PM,100.944,27.567,,,,
09/23/18 09:45:00 PM,100.970,27.665,,,,
09/23/18 10:00:00 PM,100.948,27.665,,,,
09/23/18 10:15:00 PM,100.942,27.764,,,,
09/23/18 10:30:00 PM,100.957,27.862,,,,
09/23/18 10:45:00 PM,100.968,27.862,,,,
09/23/18 11:00:00 PM,100.962,27.961,,,,
09/23/18 11:15:00 PM,100.941,27.961,,,,
09/23/18 11:30:00 PM,100.951,27.961,,,,
09/23/18 11:45:00 PM,100.951,27.961,,,,
09/24/18 12:00:00 AM,100.930,27.961,,,,
